time,AccX,AccY,AccZ,AsX,AsY,AsZ,AngleX,AngleY,AngleZ,vMotor,iMotor,pMotor
2026-5-17 21:28:22:504,0.067,-0.011,-0.971,-1.587,-25.94,3.296,-2.37,13.39,7.26,6.376,5.1,0.032
2026-5-17 21:28:22:524,0.071,-0.001,-1.002,-5.432,-22.949,3.723,-2.44,13.67,7.17,6.376,5.5,0.036
2026-5-17 21:28:22:544,0.065,-0.025,-0.975,-4.822,-19.714,3.479,-2.53,13.88,7.08,6.38,5.5,0.032
2026-5-17 21:28:22:564,0.063,-0.019,-0.969,-1.343,-18.25,3.967,-2.57,14.04,6.99,6.376,5.4,0.036
2026-5-17 21:28:22:584,0.072,-0.003,-0.971,-2.869,-15.442,4.517,-2.59,14.16,6.89,6.38,5.7,0.032
2026-5-17 21:28:22:604,0.069,-0.019,-0.958,-3.845,-11.475,4.7,-2.65,14.21,6.8,6.38,5.7,0.036
2026-5-17 21:28:22:624,0.066,-0.016,-0.964,-0.854,-8.423,4.7,-2.66,14.18,6.7,5.7,612.4,11.45
2026-5-17 21:28:22:644,0.065,-0.008,-0.947,-0.977,-6.226,5.127,-2.66,14.11,6.6,6.136,683.5,8.234
2026-5-17 21:28:22:664,0.068,-0.014,-0.949,-2.197,-2.93,5.432,-2.68,13.98,6.5,6.02,1190.2,3.892
2026-5-17 21:28:22:684,0.053,-0.008,-0.861,-6.775,0.366,5.188,-2.76,13.78,6.4,6.004,950.6,6.154
2026-5-17 21:28:22:704,0.047,-0.037,-0.93,6.409,1.892,5.493,-2.72,13.55,6.31,6.192,438.3,2.614
2026-5-17 21:28:22:724,0.055,0.002,-0.855,6.042,4.883,5.737,-2.56,13.27,6.2,6.212,402.0,2.172
2026-5-17 21:28:22:744,0.01,0.02,-0.828,-2.075,9.216,5.798,-2.5,12.91,6.1,6.264,3.0,0.016
2026-5-17 21:28:22:764,0.053,-0.001,-0.88,-6.653,11.597,5.432,-2.59,12.49,6.0,6.376,2.4,0.016
2026-5-17 21:28:22:784,0.062,-0.032,-0.855,-5.371,13.611,5.493,-2.71,12.04,5.91,6.336,110.5,0.016
2026-5-17 21:28:22:804,0.053,-0.068,-0.9,4.822,16.174,6.226,-2.67,11.55,5.81,6.38,3.0,0.016
2026-5-17 21:28:22:824,0.104,-0.017,-0.882,13.489,18.921,6.592,-2.41,11.01,5.71,6.148,1181.6,5.554
2026-5-17 21:28:22:844,0.044,0.063,-1.131,5.554,20.569,5.737,-2.2,10.44,5.6,6.248,-139.4,1.566
2026-5-17 21:28:22:864,0.021,0.007,-1.464,-5.432,24.597,5.432,-2.24,9.81,5.52,6.36,23.2,5.604
2026-5-17 21:28:22:884,0.061,-0.044,-1.169,2.808,28.503,5.981,-2.22,9.1,5.42,6.684,5.2,1.13
2026-5-17 21:28:22:904,0.057,-0.009,-0.928,11.658,28.931,5.676,-2.02,8.38,5.33,6.348,25.4,2.316
2026-5-17 21:28:22:924,0.061,0.007,-1.099,9.583,28.564,5.493,-1.79,7.67,5.24,6.38,56.4,0.046
2026-5-17 21:28:22:944,0.078,0.012,-1.129,2.625,31.433,5.859,-1.66,6.93,5.15,6.376,15.6,0.314
2026-5-17 21:28:22:964,0.062,-0.026,-0.9,0.427,33.63,5.31,-1.64,6.15,5.06,6.36,17.8,0.096
2026-5-17 21:28:22:984,0.071,-0.048,-1.112,12.512,34.79,5.249,-1.48,5.36,4.97,6.372,42.8,0.256
2026-5-17 21:28:23:4,0.076,0.028,-1.037,13.794,38.757,5.676,-1.15,4.52,4.88,5.644,1514.8,8.782
2026-5-17 21:28:23:24,0.069,0.013,-1.003,1.282,42.847,5.188,-1.03,3.6,4.78,5.728,56.0,6.648
2026-5-17 21:28:23:44,0.072,-0.046,-1.134,6.836,44.067,4.883,-0.96,2.65,4.7,5.796,1020.0,6.318
2026-5-17 21:28:23:64,0.094,-0.04,-1.387,20.874,43.884,5.432,-0.63,1.7,4.61,6.04,1216.4,6.638
2026-5-17 21:28:23:84,0.074,0.036,-1.111,8.728,45.654,5.005,-0.31,0.74,4.52,6.088,631.1,2.72
2026-5-17 21:28:23:104,0.172,-0.018,-0.912,-4.7,43.945,3.54,-0.33,-0.19,4.44,6.22,492.2,5.36
2026-5-17 21:28:23:124,0.054,-0.062,-1.239,5.676,43.152,3.418,-0.32,-1.09,4.38,6.204,197.2,3.058
2026-5-17 21:28:23:144,0.103,-0.014,-1.06,16.846,45.471,4.456,-0.01,-2.01,4.29,6.184,3.0,2.72
2026-5-17 21:28:23:164,0.044,0.051,-0.979,10.132,48.34,3.601,0.26,-2.96,4.21,6.38,8.8,0.02
2026-5-17 21:28:23:184,0.079,-0.014,-1.108,11.353,49.561,3.113,0.46,-3.94,4.14,6.376,6.4,0.842
2026-5-17 21:28:23:204,0.077,-0.014,-1.03,14.709,52.429,3.967,0.74,-4.94,4.05,6.384,6.7,0.17
2026-5-17 21:28:23:224,0.084,0.0,-0.95,9.583,54.138,3.174,0.97,-5.99,3.97,6.748,37.6,0.22
2026-5-17 21:28:23:244,0.074,-0.019,-1.091,13.733,51.514,2.747,1.2,-7.0,3.89,7.104,21.5,1.524
2026-5-17 21:28:23:264,0.078,-0.002,-1.11,15.686,49.866,2.869,1.52,-7.95,3.81,6.348,149.8,1.468
2026-5-17 21:28:23:284,0.062,0.009,-0.981,11.902,49.011,2.563,1.79,-8.87,3.72,6.604,45.2,0.662
2026-5-17 21:28:23:304,0.067,-0.015,-1.054,11.414,46.692,1.404,1.99,-9.74,3.66,6.836,5.6,0.046
2026-5-17 21:28:23:324,0.074,0.001,-1.133,13.611,46.082,1.587,2.24,-10.58,3.6,6.376,71.1,0.334
2026-5-17 21:28:23:344,0.066,0.017,-1.063,10.437,48.34,1.831,2.47,-11.43,3.52,6.352,73.6,0.22
2026-5-17 21:28:23:364,0.063,-0.009,-1.05,8.85,48.706,0.854,2.63,-12.3,3.46,6.372,20.4,1.772
2026-5-17 21:28:23:384,0.066,-0.002,-1.101,12.695,48.218,0.671,2.84,-13.15,3.4,6.38,7.2,0.098
2026-5-17 21:28:23:404,0.063,0.016,-1.056,10.62,48.401,0.916,3.07,-13.97,3.34,6.376,303.0,0.078
2026-5-17 21:28:23:424,0.053,0.0,-1.06,7.935,45.593,0.061,3.21,-14.77,3.28,6.38,6.5,0.04
2026-5-17 21:28:23:444,0.059,0.0,-1.067,11.353,41.077,-0.488,3.38,-15.48,3.24,6.38,11.1,0.04
2026-5-17 21:28:23:464,0.064,0.015,-1.035,8.728,38.757,-0.427,3.55,-16.11,3.21,6.376,6.5,0.042
2026-5-17 21:28:23:484,0.055,-0.002,-1.046,7.507,36.377,-0.61,3.67,-16.69,3.18,6.368,6.6,0.086
2026-5-17 21:28:23:504,0.062,0.001,-1.03,9.888,34.058,-1.404,3.81,-17.22,3.17,6.376,8.0,0.052
2026-5-17 21:28:23:524,0.069,0.015,-1.019,6.958,34.119,-1.587,3.93,-17.72,3.16,6.376,7.8,0.052
2026-5-17 21:28:23:544,0.061,-0.003,-1.015,5.981,34.546,-1.465,4.01,-18.23,3.16,6.38,7.7,0.052
2026-5-17 21:28:23:564,0.058,0.001,-1.006,8.728,32.104,-2.014,4.11,-18.71,3.16,6.376,7.3,0.046
2026-5-17 21:28:23:584,0.06,0.016,-1.0,6.836,29.846,-2.441,4.22,-19.13,3.18,6.376,7.1,0.046
2026-5-17 21:28:23:604,0.053,0.005,-0.988,3.845,27.527,-2.258,4.25,-19.5,3.2,6.38,7.2,0.046
2026-5-17 21:28:23:624,0.048,-0.004,-0.982,6.104,22.339,-2.808,4.28,-19.79,3.23,6.376,7.1,0.046
2026-5-17 21:28:23:644,0.055,0.013,-0.976,6.104,17.761,-3.601,4.35,-19.97,3.28,6.376,6.6,0.042
2026-5-17 21:28:23:664,0.059,0.01,-0.965,2.014,15.93,-3.845,4.34,-20.09,3.36,6.376,6.4,0.046
2026-5-17 21:28:23:684,0.053,-0.007,-0.963,3.113,13.367,-3.601,4.3,-20.18,3.43,6.38,6.6,0.04
2026-5-17 21:28:23:704,0.058,0.007,-0.963,5.737,11.047,-4.15,4.32,-20.21,3.5,6.376,6.1,0.04
2026-5-17 21:28:23:724,0.063,0.018,-0.959,0.793,10.193,-4.517,4.3,-20.21,3.6,5.74,1133.5,11.314
2026-5-17 21:28:23:744,0.056,-0.004,-0.955,-0.244,9.583,-4.333,4.2,-20.21,3.69,5.872,1043.5,9.018
2026-5-17 21:28:23:764,0.049,-0.002,-0.954,3.906,5.493,-4.639,4.16,-20.15,3.79,5.964,1013.8,5.05
2026-5-17 21:28:23:784,0.043,0.003,-0.86,3.601,1.343,-4.944,4.15,-20.01,3.91,5.912,1183.6,6.016
2026-5-17 21:28:23:804,0.042,0.021,-0.905,-1.038,-1.526,-5.249,4.09,-19.8,4.03,6.14,505.4,3.412
2026-5-17 21:28:23:824,0.029,0.016,-0.922,-2.747,-5.493,-5.432,3.94,-19.54,4.16,6.208,437.5,3.546
2026-5-17 21:28:23:844,0.03,-0.007,-0.831,-1.16,-10.376,-5.859,3.81,-19.17,4.3,6.308,2.7,2.874
2026-5-17 21:28:23:864,0.045,0.007,-0.831,-2.258,-13.062,-6.042,3.68,-18.74,4.46,6.376,24.6,0.016
2026-5-17 21:28:23:884,0.025,0.012,-0.906,-3.54,-13.611,-5.981,3.53,-18.29,4.61,6.376,2.7,0.016
2026-5-17 21:28:23:904,0.027,-0.019,-0.878,-2.563,-15.32,-6.287,3.38,-17.83,4.77,6.184,487.6,0.14
2026-5-17 21:28:23:924,0.089,0.016,-0.874,2.014,-18.25,-6.226,3.31,-17.3,4.93,6.108,740.1,3.094
2026-5-17 21:28:23:944,-0.025,0.04,-1.107,-7.935,-19.409,-6.653,3.17,-16.77,5.09,6.272,303.5,3.084
2026-5-17 21:28:23:964,0.109,-0.063,-1.38,-2.502,-22.461,-6.592,2.93,-16.19,5.26,7.044,171.0,0.03
2026-5-17 21:28:23:984,0.07,0.027,-1.164,5.432,-28.198,-6.592,2.94,-15.52,5.43,6.376,14.4,0.022
2026-5-17 21:28:24:4,0.047,0.05,-0.883,-8.911,-29.846,-6.836,2.81,-14.78,5.61,6.364,49.2,0.948
2026-5-17 21:28:24:24,0.06,-0.012,-1.06,-14.893,-30.396,-7.019,2.42,-14.04,5.78,6.352,128.6,0.348
2026-5-17 21:28:24:44,0.065,-0.038,-1.208,0.122,-33.813,-6.836,2.22,-13.26,5.96,6.376,55.0,0.036
2026-5-17 21:28:24:64,0.058,0.047,-0.892,-1.77,-35.828,-6.409,2.2,-12.44,6.12,6.376,5.2,0.138
2026-5-17 21:28:24:84,0.065,0.007,-1.072,-13.367,-35.583,-6.409,1.93,-11.62,6.28,6.372,21.4,0.168
2026-5-17 21:28:24:104,0.057,-0.021,-1.082,-4.15,-38.147,-6.409,1.71,-10.78,6.43,6.372,21.1,0.138
2026-5-17 21:28:24:124,0.058,0.018,-0.971,-3.784,-41.26,-6.348,1.6,-9.9,6.59,6.372,17.8,0.24
2026-5-17 21:28:24:144,0.068,0.001,-1.134,-8.728,-42.786,-5.92,1.41,-8.98,6.73,6.368,31.3,0.196
2026-5-17 21:28:24:164,0.06,-0.0,-1.035,-6.47,-44.678,-5.615,1.23,-8.04,6.86,6.368,29.6,0.19
2026-5-17 21:28:24:184,0.062,0.006,-1.048,-8.179,-46.814,-6.287,1.05,-7.06,7.0,6.372,23.2,0.186
2026-5-17 21:28:24:204,0.076,-0.004,-1.132,-7.446,-47.485,-5.371,0.86,-6.07,7.12,6.368,21.0,0.14
2026-5-17 21:28:24:224,0.064,0.005,-1.043,-6.042,-47.607,-4.517,0.71,-5.09,7.23,6.368,28.0,0.18
2026-5-17 21:28:24:244,0.07,0.011,-1.108,-7.874,-48.279,-5.005,0.55,-4.11,7.33,5.748,1905.7,0.18
2026-5-17 21:28:24:264,0.069,0.0,-1.091,-9.399,-48.218,-4.639,0.36,-3.15,7.43,6.112,551.9,6.482
2026-5-17 21:28:24:284,0.075,-0.023,-1.322,-6.836,-48.584,-3.723,0.18,-2.19,7.51,5.984,931.1,5.384
2026-5-17 21:28:24:304,0.043,0.058,-1.511,-4.15,-50.842,-3.723,0.11,-1.2,7.58,6.232,961.5,1.626
2026-5-17 21:28:24:324,0.052,0.037,-0.918,-20.081,-50.293,-4.333,-0.18,-0.21,7.66,6.252,320.6,4.954
2026-5-17 21:28:24:344,0.124,-0.062,-1.067,-15.503,-51.086,-3.235,-0.59,0.76,7.72,6.196,193.7,5.908
2026-5-17 21:28:24:364,0.109,-0.004,-1.195,2.014,-53.345,-2.625,-0.67,1.76,7.76,6.26,145.8,1.022
2026-5-17 21:28:24:384,0.069,0.046,-1.03,-6.653,-51.331,-2.869,-0.68,2.74,7.8,6.376,2.9,0.02
2026-5-17 21:28:24:404,0.089,-0.005,-0.975,-18.372,-49.622,-2.747,-0.99,3.67,7.84,6.376,4.7,0.114
2026-5-17 21:28:24:424,0.088,-0.067,-1.097,-4.883,-50.476,-1.343,-1.2,4.58,7.86,6.364,24.1,0.02
2026-5-17 21:28:24:444,0.047,0.029,-0.993,-0.061,-50.232,-1.465,-1.2,5.49,7.87,6.372,3.2,0.05
2026-5-17 21:28:24:464,0.047,0.019,-1.002,-5.798,-47.363,-1.465,-1.26,6.34,7.87,6.324,-11.0,0.108
2026-5-17 21:28:24:484,0.064,-0.001,-1.083,-7.935,-46.509,-0.732,-1.39,7.16,7.87,6.408,218.8,0.036
2026-5-17 21:28:24:504,0.064,-0.017,-1.047,-6.042,-47.668,-0.366,-1.51,7.98,7.85,6.4,242.7,0.016
2026-5-17 21:28:24:524,0.063,-0.006,-0.985,-4.7,-45.776,-0.244,-1.59,8.77,7.83,6.76,261.0,1.904
2026-5-17 21:28:24:544,0.07,-0.003,-1.056,-3.54,-43.152,0.244,-1.64,9.5,7.81,6.38,24.1,0.344
2026-5-17 21:28:24:564,0.073,0.012,-1.08,-7.202,-43.152,0.549,-1.73,10.21,7.77,6.36,6.3,0.108
2026-5-17 21:28:24:584,0.073,-0.013,-0.984,-11.047,-40.405,0.549,-1.92,10.88,7.73,6.372,5.3,0.062
2026-5-17 21:28:24:604,0.071,-0.035,-1.044,-5.066,-36.499,0.916,-2.05,11.46,7.7,6.368,8.5,0.046
2026-5-17 21:28:24:624,0.064,0.001,-1.04,-0.427,-35.461,1.831,-2.05,12.0,7.64,6.372,10.5,0.184
2026-5-17 21:28:24:644,0.07,0.011,-0.98,-7.874,-33.997,1.77,-2.13,12.51,7.58,6.376,27.9,0.036
2026-5-17 21:28:24:664,0.074,-0.028,-1.033,-9.094,-30.457,1.892,-2.31,12.95,7.53,6.376,23.9,0.05
2026-5-17 21:28:24:684,0.062,-0.032,-0.996,-0.732,-28.625,2.686,-2.37,13.33,7.46,6.376,5.8,0.04
2026-5-17 21:28:24:704,0.064,0.015,-0.978,-2.502,-28.076,2.808,-2.36,13.69,7.39,6.372,7.4,0.406
2026-5-17 21:28:24:724,0.07,-0.013,-1.001,-9.399,-24.902,2.869,-2.49,14.01,7.31,6.376,7.7,0.058
2026-5-17 21:28:24:744,0.068,-0.037,-0.974,-3.601,-20.935,3.296,-2.6,14.24,7.23,6.376,7.9,0.05
2026-5-17 21:28:24:764,0.065,-0.005,-0.973,0.549,-18.982,3.601,-2.58,14.42,7.15,6.376,8.1,0.052
2026-5-17 21:28:24:784,0.072,0.003,-0.964,-5.432,-16.052,3.906,-2.62,14.55,7.07,6.376,9.3,0.062
2026-5-17 21:28:24:804,0.071,-0.029,-0.96,-4.639,-11.78,3.967,-2.71,14.6,6.98,6.28,102.9,4.162
2026-5-17 21:28:24:824,0.062,-0.024,-0.962,0.732,-8.545,4.395,-2.71,14.57,6.9,6.224,23.3,3.022
2026-5-17 21:28:24:844,0.067,0.023,-0.898,-2.747,-7.141,4.517,-2.69,14.51,6.81,6.06,750.3,4.882
2026-5-17 21:28:24:864,0.066,-0.072,-0.901,-4.639,-4.7,4.761,-2.81,14.4,6.72,6.084,700.0,3.854
2026-5-17 21:28:24:884,0.076,-0.03,-0.91,4.883,-0.793,5.31,-2.72,14.24,6.62,6.212,348.1,2.244
2026-5-17 21:28:24:904,0.051,0.006,-0.825,4.639,2.136,5.005,-2.6,14.0,6.53,6.316,357.0,1.628
2026-5-17 21:28:24:924,0.058,-0.014,-0.824,-4.7,4.822,5.005,-2.61,13.71,6.44,6.376,2.6,0.016
2026-5-17 21:28:24:944,0.064,-0.015,-0.901,-8.545,7.629,5.066,-2.74,13.37,6.36,6.38,165.4,0.02
2026-5-17 21:28:24:964,0.089,-0.045,-0.829,-1.099,11.719,5.554,-2.81,12.96,6.27,6.376,-169.4,0.016
2026-5-17 21:28:24:984,-0.0,-0.021,-0.915,9.155,13.733,5.615,-2.67,12.5,6.17,6.948,269.8,0.584
2026-5-17 21:28:25:4,0.116,0.017,-0.844,8.85,16.785,5.92,-2.44,12.01,6.08,6.096,5.9,2.288
2026-5-17 21:28:25:24,0.07,-0.014,-1.302,-2.197,18.372,5.615,-2.38,11.48,5.99,6.316,633.4,0.252
2026-5-17 21:28:25:44,-0.013,0.019,-1.264,-1.343,23.682,5.371,-2.4,10.85,5.9,6.804,3.4,0.03
2026-5-17 21:28:25:64,0.05,-0.045,-0.987,3.723,24.536,5.615,-2.35,10.2,5.82,6.376,48.3,0.656
2026-5-17 21:28:25:84,0.066,-0.014,-1.026,10.62,24.78,5.981,-2.16,9.55,5.72,6.372,12.1,0.394
2026-5-17 21:28:25:104,0.073,0.022,-1.101,9.888,27.1,5.92,-1.92,8.89,5.62,6.376,14.1,0.196
2026-5-17 21:28:25:124,0.07,0.013,-1.009,0.732,29.663,5.249,-1.82,8.17,5.54,6.376,20.1,0.082
2026-5-17 21:28:25:144,0.064,-0.045,-0.977,1.465,31.494,5.432,-1.82,7.43,5.45,6.368,14.0,0.096
2026-5-17 21:28:25:164,0.075,-0.021,-1.068,15.076,34.363,6.409,-1.59,6.64,5.36,6.376,7.7,0.258
2026-5-17 21:28:25:184,0.071,0.035,-1.012,8.667,38.696,5.737,-1.32,5.78,5.26,6.372,36.8,0.252
2026-5-17 21:28:25:204,0.071,-0.012,-1.052,0.0,41.504,5.249,-1.27,4.87,5.17,6.372,18.4,0.124
2026-5-17 21:28:25:224,0.065,-0.043,-1.063,11.169,42.236,5.981,-1.13,3.93,5.08,6.372,18.8,0.124
2026-5-17 21:28:25:244,0.068,0.016,-1.032,13.916,43.213,5.981,-0.82,3.0,4.97,6.124,1571.0,0.456
2026-5-17 21:28:25:264,0.093,0.001,-1.207,5.798,43.823,5.066,-0.64,2.06,4.87,6.036,656.9,6.076
2026-5-17 21:28:25:284,0.111,-0.016,-1.439,7.568,43.579,4.944,-0.51,1.13,4.78,5.976,386.7,4.784
2026-5-17 21:28:25:304,0.119,-0.007,-0.932,6.592,44.617,5.127,-0.37,0.21,4.68,6.236,328.9,2.428
2026-5-17 21:28:25:324,-0.022,0.006,-1.153,3.845,45.837,4.15,-0.27,-0.73,4.59,6.196,296.5,2.562
2026-5-17 21:28:25:344,0.092,0.012,-1.16,11.902,47.791,4.395,-0.08,-1.69,4.51,6.128,467.0,2.038
2026-5-17 21:28:25:364,0.109,-0.014,-1.05,12.024,50.72,4.7,0.2,-2.69,4.41,6.304,267.0,2.91
2026-5-17 21:28:25:384,0.064,0.024,-0.994,5.92,52.49,3.906,0.37,-3.73,4.32,6.26,3.1,0.118
2026-5-17 21:28:25:404,0.068,-0.048,-1.122,13.0,52.856,3.967,0.56,-4.77,4.24,6.376,3.0,0.092
2026-5-17 21:28:25:424,0.118,-0.024,-0.993,21.851,52.124,4.272,0.96,-5.8,4.14,6.376,13.7,0.132
2026-5-17 21:28:25:444,0.064,0.014,-1.006,13.428,50.415,3.601,1.28,-6.78,4.04,6.476,82.4,0.138
2026-5-17 21:28:25:464,0.075,0.012,-1.11,6.836,49.988,2.808,1.45,-7.73,3.95,6.376,26.6,0.574
2026-5-17 21:28:25:484,0.06,-0.034,-1.084,11.78,49.377,2.869,1.63,-8.66,3.87,6.404,1045.6,0.042
2026-5-17 21:28:25:504,0.072,-0.013,-1.008,17.578,49.255,3.052,1.95,-9.57,3.77,6.376,29.7,0.062
2026-5-17 21:28:25:524,0.079,0.016,-1.086,15.076,49.438,2.502,2.28,-10.46,3.69,6.368,11.9,1.612
2026-5-17 21:28:25:544,0.073,0.013,-1.089,7.812,50.598,1.953,2.47,-11.37,3.6,6.316,8.3,0.18
2026-5-17 21:28:25:564,0.06,-0.008,-1.057,8.301,51.27,1.892,2.61,-12.29,3.52,6.376,8.2,0.226
2026-5-17 21:28:25:584,0.061,-0.007,-1.077,14.832,48.706,1.77,2.85,-13.16,3.44,6.316,15.6,0.05
2026-5-17 21:28:25:604,0.065,0.019,-1.081,13.184,47.241,1.282,3.11,-13.98,3.36,6.356,-13.1,0.05
2026-5-17 21:28:25:624,0.06,0.015,-1.054,7.019,45.227,0.854,3.28,-14.76,3.3,6.364,25.8,0.432
2026-5-17 21:28:25:644,0.058,-0.016,-1.064,8.179,41.87,0.244,3.39,-15.48,3.25,6.372,12.1,0.164
2026-5-17 21:28:25:664,0.062,0.005,-1.052,11.963,39.795,0.0,3.58,-16.12,3.2,6.376,6.9,0.046
2026-5-17 21:28:25:684,0.066,0.014,-1.044,9.888,39.185,-0.122,3.77,-16.75,3.16,6.372,10.7,0.042
2026-5-17 21:28:25:704,0.06,0.006,-1.035,7.019,37.781,-0.488,3.89,-17.34,3.13,6.376,19.5,0.042
2026-5-17 21:28:25:724,0.061,0.002,-1.027,7.507,36.499,-0.977,3.99,-17.91,3.1,6.376,10.7,0.066
