time,AccX,AccY,AccZ,AsX,AsY,AsZ,AngleX,AngleY,AngleZ,vMotor,iMotor,pMotor
2026-5-17 20:10:7:984,0.031,-0.02,-1.104,5.066,58.411,-4.944,-0.12,-10.34,71.14,6.416,6.3,0.042
2026-5-17 20:10:8:4,0.032,0.002,-1.098,-0.854,53.406,-3.418,-0.09,-11.32,71.19,6.42,7.4,0.05
2026-5-17 20:10:8:24,0.031,-0.034,-1.084,-3.601,49.438,-3.174,-0.18,-12.19,71.24,6.42,7.5,0.046
2026-5-17 20:10:8:44,0.03,-0.031,-1.076,1.831,45.898,-1.587,-0.19,-12.99,71.26,6.416,7.7,0.052
2026-5-17 20:10:8:64,0.033,-0.011,-1.069,1.221,41.138,0.366,-0.15,-13.68,71.25,6.416,8.3,0.05
2026-5-17 20:10:8:84,0.045,-0.021,-1.06,-2.38,40.466,0.916,-0.16,-14.32,71.21,5.624,2432.6,8.258
2026-5-17 20:10:8:104,0.045,-0.031,-1.047,-0.244,43.03,1.526,-0.18,-14.97,71.17,6.036,1314.7,10.296
2026-5-17 20:10:8:124,0.037,-0.023,-1.033,0.977,43.579,3.479,-0.14,-15.66,71.1,5.94,1081.2,1.838
2026-5-17 20:10:8:144,0.039,-0.021,-0.892,1.892,42.48,4.578,-0.08,-16.33,70.98,5.988,1235.9,8.13
2026-5-17 20:10:8:164,0.038,-0.014,-1.026,1.282,41.992,5.066,-0.01,-16.97,70.86,6.216,659.3,3.628
2026-5-17 20:10:8:184,0.024,-0.009,-0.97,0.305,37.903,6.47,0.05,-17.55,70.72,6.22,556.5,3.194
2026-5-17 20:10:8:204,0.017,-0.025,-0.853,-2.502,30.457,8.179,0.08,-17.99,70.54,6.412,2.8,0.122
2026-5-17 20:10:8:224,0.02,-0.033,-0.887,-2.808,25.818,8.972,0.09,-18.31,70.35,6.416,2.7,0.014
2026-5-17 20:10:8:244,0.019,-0.053,-0.912,0.183,22.949,9.399,0.14,-18.56,70.14,6.416,7.2,0.02
2026-5-17 20:10:8:264,0.018,-0.049,-0.908,2.197,19.653,10.925,0.25,-18.75,69.91,6.0,947.7,5.668
2026-5-17 20:10:8:284,0.011,-0.047,-0.873,0.366,16.296,12.39,0.34,-18.87,69.65,6.112,598.0,2.65
2026-5-17 20:10:8:304,0.058,0.005,-1.208,-4.211,17.578,12.024,0.38,-18.98,69.39,6.404,68.7,0.04
2026-5-17 20:10:8:324,0.061,-0.011,-1.368,0.122,16.418,12.939,0.4,-19.09,69.11,6.364,5.7,1.626
2026-5-17 20:10:8:344,0.031,-0.038,-0.865,5.249,10.925,14.771,0.57,-19.11,68.81,6.384,24.2,0.078
2026-5-17 20:10:8:364,0.032,-0.018,-0.823,3.418,10.193,14.771,0.77,-19.08,68.48,6.412,13.7,0.212
2026-5-17 20:10:8:384,0.032,-0.011,-1.11,-0.061,8.667,15.015,0.9,-19.02,68.16,6.42,7.1,0.314
2026-5-17 20:10:8:404,0.016,-0.027,-1.015,-2.136,0.854,16.479,0.97,-18.87,67.83,6.416,11.0,0.036
2026-5-17 20:10:8:424,0.027,-0.035,-0.835,-1.221,-5.31,17.09,1.04,-18.56,67.48,6.416,11.8,0.242
2026-5-17 20:10:8:444,0.038,-0.032,-1.029,1.038,-6.348,16.907,1.15,-18.2,67.13,6.404,34.2,0.078
2026-5-17 20:10:8:464,0.03,-0.014,-0.925,0.671,-8.484,17.456,1.28,-17.82,66.77,6.412,17.3,0.112
2026-5-17 20:10:8:484,0.03,-0.009,-0.93,-3.052,-13.062,18.494,1.36,-17.36,66.41,6.416,17.6,0.108
2026-5-17 20:10:8:504,0.044,-0.037,-1.017,-4.395,-13.855,18.555,1.37,-16.86,66.03,6.412,15.9,0.102
2026-5-17 20:10:8:524,0.036,-0.036,-0.899,0.916,-13.245,18.188,1.45,-16.38,65.67,6.416,15.9,0.102
2026-5-17 20:10:8:544,0.02,-0.006,-0.992,0.183,-16.724,19.043,1.58,-15.86,65.3,6.416,15.2,0.096
2026-5-17 20:10:8:564,0.031,-0.014,-0.997,-6.287,-22.766,19.409,1.59,-15.24,64.92,6.416,15.6,0.098
2026-5-17 20:10:8:584,0.034,-0.042,-0.954,-4.15,-24.658,18.616,1.57,-14.56,64.56,6.412,14.7,0.102
2026-5-17 20:10:8:604,0.028,-0.024,-1.016,-0.122,-28.198,18.86,1.63,-13.84,64.21,6.088,501.9,8.516
2026-5-17 20:10:8:624,0.028,-0.001,-0.988,-4.15,-34.363,19.653,1.66,-13.02,63.85,6.404,662.2,4.102
2026-5-17 20:10:8:644,0.065,0.017,-1.399,-12.756,-35.889,18.677,1.54,-12.13,63.5,5.984,1245.7,6.82
2026-5-17 20:10:8:664,0.043,-0.036,-1.162,-10.742,-35.767,17.883,1.38,-11.26,63.17,6.156,707.5,4.1
2026-5-17 20:10:8:684,0.02,-0.06,-0.738,-1.16,-39.612,18.982,1.31,-10.35,62.83,6.152,755.7,4.532
2026-5-17 20:10:8:704,0.058,0.008,-1.179,-4.578,-39.49,18.494,1.28,-9.43,62.49,6.2,568.3,3.608
2026-5-17 20:10:8:724,0.047,-0.006,-1.198,-10.376,-37.659,17.395,1.15,-8.55,62.17,6.404,2.3,2.92
2026-5-17 20:10:8:744,0.025,-0.043,-0.851,-10.193,-40.466,16.968,0.96,-7.66,61.87,6.416,15.8,0.066
2026-5-17 20:10:8:764,0.021,-0.069,-0.925,0.61,-46.021,17.456,0.92,-6.67,61.56,6.336,139.4,0.122
2026-5-17 20:10:8:784,0.045,0.03,-1.063,3.662,-48.889,16.541,1.05,-5.62,61.25,6.264,-167.0,1.812
2026-5-17 20:10:8:804,0.038,0.044,-1.021,-15.564,-50.659,15.259,0.91,-4.55,60.98,6.26,1342.7,0.072
2026-5-17 20:10:8:824,0.026,-0.046,-0.904,-20.447,-54.382,15.442,0.51,-3.43,60.72,8.92,207.4,7.084
2026-5-17 20:10:8:844,0.052,-0.07,-1.062,-5.676,-55.542,14.954,0.29,-2.27,60.45,6.428,43.2,6.61
2026-5-17 20:10:8:864,0.051,-0.014,-1.159,0.916,-51.636,13.611,0.31,-1.18,60.2,6.416,6.9,0.098
2026-5-17 20:10:8:884,0.033,0.013,-1.041,-9.583,-50.354,12.817,0.22,-0.15,59.97,6.404,25.7,0.18
2026-5-17 20:10:8:904,0.042,-0.021,-1.085,-19.287,-51.941,12.451,-0.12,0.88,59.74,6.42,7.7,0.096
2026-5-17 20:10:8:924,0.045,-0.059,-1.153,-13.428,-50.903,11.108,-0.44,1.89,59.53,6.42,7.8,0.05
2026-5-17 20:10:8:944,0.032,-0.037,-1.079,-4.395,-52.124,9.949,-0.59,2.88,59.34,6.412,7.2,0.068
2026-5-17 20:10:8:964,0.034,0.018,-1.131,-9.277,-57.251,9.705,-0.7,3.96,59.16,6.42,6.7,0.042
2026-5-17 20:10:8:984,0.051,-0.013,-1.125,-19.287,-57.8,8.423,-1.03,5.06,58.99,6.412,6.2,0.066
2026-5-17 20:10:9:4,0.046,-0.061,-1.094,-12.085,-55.664,7.019,-1.36,6.12,58.85,6.416,7.5,0.104
2026-5-17 20:10:9:24,0.044,-0.012,-1.14,-3.784,-56.091,6.714,-1.47,7.16,58.72,6.416,7.2,0.046
2026-5-17 20:10:9:44,0.054,0.017,-1.096,-14.221,-52.917,5.371,-1.65,8.16,58.6,6.416,7.0,0.042
2026-5-17 20:10:9:64,0.052,-0.044,-1.102,-18.433,-47.607,3.845,-2.02,9.04,58.51,6.42,7.5,0.05
2026-5-17 20:10:9:84,0.038,-0.052,-1.097,-6.287,-47.607,3.052,-2.22,9.86,58.44,6.416,7.9,0.05
2026-5-17 20:10:9:104,0.045,0.007,-1.083,-7.019,-49.255,2.38,-2.31,10.71,58.37,6.416,8.3,0.05
2026-5-17 20:10:9:124,0.045,-0.007,-1.096,-17.029,-47.668,0.549,-2.57,11.54,58.33,6.416,7.3,0.046
2026-5-17 20:10:9:144,0.035,-0.055,-1.067,-12.024,-48.218,-0.305,-2.85,12.35,58.32,6.42,7.0,0.046
2026-5-17 20:10:9:164,0.043,-0.021,-1.069,-5.005,-50.11,-0.732,-2.94,13.18,58.31,6.416,6.9,0.046
2026-5-17 20:10:9:184,0.056,0.002,-1.064,-10.132,-46.57,-2.441,-3.06,13.99,58.33,6.42,7.3,0.046
2026-5-17 20:10:9:204,0.051,-0.03,-1.043,-13.123,-41.199,-3.601,-3.28,14.67,58.38,6.416,7.0,0.046
2026-5-17 20:10:9:224,0.044,-0.037,-1.042,-7.08,-38.635,-4.089,-3.42,15.28,58.44,5.836,1165.7,5.652
2026-5-17 20:10:9:244,0.054,-0.014,-1.027,-5.859,-35.4,-5.249,-3.48,15.83,58.52,5.908,311.2,2.242
2026-5-17 20:10:9:264,0.047,0.003,-0.967,-10.254,-31.128,-6.714,-3.57,16.29,58.64,5.984,1246.5,6.82
2026-5-17 20:10:9:284,0.036,-0.071,-0.952,-7.935,-30.701,-7.324,-3.71,16.7,58.77,6.124,577.3,4.85
2026-5-17 20:10:9:304,0.045,-0.006,-0.939,-2.38,-31.616,-7.812,-3.69,17.13,58.91,6.152,601.6,4.608
2026-5-17 20:10:9:324,0.047,0.009,-0.858,-5.493,-28.564,-9.094,-3.67,17.52,59.08,6.416,2.7,0.16
2026-5-17 20:10:9:344,0.034,-0.029,-0.86,-11.963,-25.391,-9.949,-3.78,17.84,59.28,6.42,2.8,0.016
2026-5-17 20:10:9:364,0.042,-0.042,-0.782,-2.869,-25.208,-10.01,-3.83,18.13,59.48,6.42,2.7,0.016
2026-5-17 20:10:9:384,0.031,-0.063,-0.977,-4.761,-21.362,-11.108,-3.8,18.38,59.69,6.152,824.9,4.49
2026-5-17 20:10:9:404,0.058,-0.006,-0.754,-1.648,-15.259,-12.268,-3.75,18.51,59.94,6.068,388.3,3.866
2026-5-17 20:10:9:424,0.052,-0.047,-1.02,2.502,-10.01,-12.878,-3.65,18.52,60.21,7.52,220.3,4.362
2026-5-17 20:10:9:444,0.019,-0.088,-1.578,-1.526,-7.324,-12.695,-3.53,18.46,60.49,6.312,8.8,3.532
2026-5-17 20:10:9:464,0.031,-0.034,-1.015,-4.761,-2.563,-14.343,-3.48,18.33,60.79,6.42,5.8,0.216
2026-5-17 20:10:9:484,0.032,-0.027,-0.847,-1.343,-1.526,-14.709,-3.42,18.14,61.11,6.412,5.1,0.086
2026-5-17 20:10:9:504,0.037,-0.03,-1.096,2.625,-4.7,-14.587,-3.28,18.0,61.42,6.416,11.2,0.2
2026-5-17 20:10:9:524,0.046,-0.011,-0.933,0.671,-3.845,-15.015,-3.11,17.88,61.74,6.404,95.2,0.256
2026-5-17 20:10:9:544,0.049,-0.017,-0.885,-1.343,1.282,-15.991,-3.0,17.69,62.08,6.416,24.4,0.216
2026-5-17 20:10:9:564,0.054,-0.034,-1.078,3.54,5.798,-15.869,-2.86,17.39,62.42,6.412,10.7,0.076
2026-5-17 20:10:9:584,0.052,0.0,-0.902,1.77,10.376,-15.686,-2.66,17.02,62.76,6.416,11.9,0.144
2026-5-17 20:10:9:604,0.054,-0.026,-0.923,-3.052,18.005,-16.663,-2.59,16.52,63.12,6.416,18.3,0.114
2026-5-17 20:10:9:624,0.046,-0.053,-1.044,6.47,23.376,-16.785,-2.43,15.89,63.48,6.412,18.0,0.114
2026-5-17 20:10:9:644,0.032,0.005,-0.907,8.057,23.438,-16.235,-2.14,15.22,63.84,6.412,16.9,0.112
2026-5-17 20:10:9:664,0.042,-0.0,-0.98,-2.014,23.804,-16.479,-2.01,14.57,64.18,6.412,15.6,0.104
2026-5-17 20:10:9:684,0.041,-0.047,-1.025,1.526,25.024,-16.968,-1.93,13.9,64.54,5.856,1520.9,13.364
2026-5-17 20:10:9:704,0.033,-0.025,-0.944,8.85,24.658,-16.479,-1.71,13.24,64.89,6.112,1492.4,4.414
2026-5-17 20:10:9:724,0.049,0.003,-1.279,3.784,24.963,-15.93,-1.49,12.6,65.22,5.868,1249.4,8.054
2026-5-17 20:10:9:744,0.07,-0.006,-1.304,-4.822,32.471,-16.785,-1.47,11.85,65.56,6.1,769.7,4.99
2026-5-17 20:10:9:764,0.06,-0.005,-0.762,-0.183,36.926,-16.479,-1.46,11.0,65.9,6.096,736.1,5.784
2026-5-17 20:10:9:784,0.067,0.028,-1.097,5.859,38.696,-15.686,-1.33,10.11,66.23,6.248,549.7,3.486
2026-5-17 20:10:9:804,0.056,-0.006,-1.136,5.859,43.396,-15.625,-1.16,9.16,66.54,6.212,589.6,3.45
2026-5-17 20:10:9:824,0.034,-0.032,-0.89,3.967,47.729,-15.93,-1.05,8.11,66.86,6.416,2.8,0.016
2026-5-17 20:10:9:844,0.006,-0.083,-0.972,11.841,45.959,-14.771,-0.87,7.07,67.17,6.42,12.5,0.298
2026-5-17 20:10:9:864,0.049,0.027,-1.082,11.597,43.701,-14.221,-0.57,6.1,67.45,6.392,38.5,0.02
2026-5-17 20:10:9:884,0.059,0.027,-0.957,-2.136,47.119,-14.893,-0.48,5.12,67.73,6.104,42.5,1.094
2026-5-17 20:10:9:904,0.042,-0.036,-0.975,-0.793,49.194,-14.343,-0.52,4.08,68.01,6.84,956.4,0.656
2026-5-17 20:10:9:924,0.039,-0.036,-1.03,10.437,47.913,-13.184,-0.38,3.06,68.27,6.368,687.1,1.156
2026-5-17 20:10:9:944,0.063,0.014,-1.087,8.667,52.185,-13.184,-0.18,2.03,68.51,6.7,5.9,0.35
2026-5-17 20:10:9:964,0.048,0.0,-1.077,1.038,58.472,-13.062,-0.12,0.87,68.75,6.416,29.1,0.176
2026-5-17 20:10:9:984,0.033,-0.024,-1.084,-0.061,57.922,-11.902,-0.13,-0.32,68.98,6.416,4.2,0.026
2026-5-17 20:10:10:4,0.045,-0.034,-1.123,2.502,56.213,-11.23,-0.12,-1.44,69.18,6.424,4.7,0.03
2026-5-17 20:10:10:24,0.042,-0.023,-1.105,6.165,57.922,-11.169,-0.04,-2.57,69.38,6.42,4.2,0.03
2026-5-17 20:10:10:44,0.029,-0.004,-1.12,4.333,55.359,-9.827,0.05,-3.67,69.57,6.42,4.5,0.026
2026-5-17 20:10:10:64,0.042,-0.012,-1.127,-2.625,51.208,-8.789,0.02,-4.67,69.73,6.42,4.8,0.03
2026-5-17 20:10:10:84,0.051,-0.051,-1.103,0.366,53.833,-8.789,-0.04,-5.67,69.88,6.42,4.9,0.03
2026-5-17 20:10:10:104,0.04,-0.025,-1.121,7.08,55.542,-7.812,0.04,-6.7,70.03,6.42,5.3,0.032
2026-5-17 20:10:10:124,0.041,0.012,-1.119,0.793,54.138,-6.104,0.1,-7.72,70.14,6.416,5.5,0.032
2026-5-17 20:10:10:144,0.049,-0.03,-1.103,-4.211,56.458,-6.409,0.01,-8.72,70.24,6.42,5.7,0.032
2026-5-17 20:10:10:164,0.037,-0.048,-1.102,3.784,57.922,-5.31,0.0,-9.77,70.33,6.416,4.8,0.032
2026-5-17 20:10:10:184,0.027,-0.002,-1.1,5.371,53.101,-3.479,0.1,-10.76,70.39,6.416,3.9,0.032
2026-5-17 20:10:10:204,0.041,-0.008,-1.092,-2.93,49.622,-2.991,0.09,-11.63,70.43,6.416,4.1,0.03
2026-5-17 20:10:10:224,0.036,-0.042,-1.079,-1.038,49.316,-2.563,0.02,-12.47,70.47,6.42,3.8,0.026
2026-5-17 20:10:10:244,0.031,-0.026,-1.076,4.517,45.471,-0.854,0.07,-13.26,70.48,6.42,4.5,0.03
2026-5-17 20:10:10:264,0.042,-0.004,-1.065,0.793,42.664,0.305,0.13,-13.96,70.46,6.42,4.4,0.03
2026-5-17 20:10:10:284,0.043,-0.023,-1.049,-1.648,44.678,0.183,0.11,-14.66,70.43,6.42,4.4,0.026
2026-5-17 20:10:10:304,0.037,-0.035,-1.046,1.282,45.288,1.465,0.12,-15.38,70.39,6.42,4.4,0.032
2026-5-17 20:10:10:324,0.034,-0.017,-1.038,2.136,41.504,3.418,0.19,-16.05,70.31,6.416,4.8,0.032
2026-5-17 20:10:10:344,0.037,-0.021,-1.026,0.122,40.283,3.662,0.23,-16.66,70.21,6.108,1006.7,8.988
2026-5-17 20:10:10:364,0.031,-0.025,-1.015,0.427,38.208,4.333,0.26,-17.24,70.11,6.352,1246.1,2.792
2026-5-17 20:10:10:384,0.023,-0.035,-0.988,1.526,32.532,6.104,0.32,-17.72,69.98,5.96,985.9,8.992
2026-5-17 20:10:10:404,0.033,-0.007,-0.875,2.625,27.405,7.202,0.44,-18.08,69.81,5.98,859.1,6.19
2026-5-17 20:10:10:424,0.041,-0.013,-0.979,2.441,27.039,7.202,0.52,-18.39,69.65,6.22,484.7,3.3
2026-5-17 20:10:10:444,0.025,-0.03,-0.875,-0.366,24.353,8.362,0.6,-18.67,69.47,6.416,235.6,0.032
2026-5-17 20:10:10:464,0.031,-0.008,-0.81,-1.831,20.447,9.949,0.64,-18.87,69.25,6.42,2.7,0.016
2026-5-17 20:10:10:484,0.022,-0.066,-0.744,-0.122,19.287,10.498,0.66,-19.03,69.02,6.42,2.9,0.022
2026-5-17 20:10:10:504,0.042,-0.016,-0.738,2.502,19.165,10.62,0.74,-19.2,68.79,6.416,58.4,0.016
2026-5-17 20:10:10:524,0.031,0.002,-0.898,4.822,15.564,11.841,0.88,-19.31,68.54,6.048,1499.1,5.668
2026-5-17 20:10:10:544,0.004,-0.058,-0.926,2.319,8.545,13.245,1.02,-19.3,68.26,6.128,47.4,2.736
2026-5-17 20:10:10:564,0.007,-0.054,-1.437,-6.836,6.348,12.634,1.05,-19.2,67.99,6.144,22.6,0.304
2026-5-17 20:10:10:584,0.018,-0.071,-1.182,-1.77,-0.61,13.367,1.04,-19.0,67.72,6.396,7.7,0.016
2026-5-17 20:10:10:604,0.033,-0.028,-0.793,6.165,-5.493,14.526,1.2,-18.68,67.43,6.42,4.7,0.032
2026-5-17 20:10:10:624,0.053,-0.004,-1.053,2.93,-3.784,14.587,1.39,-18.34,67.13,6.42,111.8,0.056
2026-5-17 20:10:10:644,0.039,-0.007,-1.013,-2.502,-1.77,14.404,1.47,-18.06,66.83,6.416,12.8,0.102
2026-5-17 20:10:10:664,0.021,-0.025,-0.853,-3.54,-4.7,14.954,1.48,-17.76,66.53,6.416,25.4,0.23
2026-5-17 20:10:10:684,0.036,-0.04,-1.059,-0.793,-8.667,15.808,1.52,-17.39,66.21,6.42,42.8,0.092
2026-5-17 20:10:10:704,0.03,-0.026,-0.971,2.014,-11.108,15.625,1.63,-16.96,65.9,6.408,18.8,0.078
2026-5-17 20:10:10:724,0.017,-0.005,-0.883,-0.366,-16.724,15.808,1.73,-16.45,65.59,6.416,13.6,0.086
2026-5-17 20:10:10:744,0.027,-0.008,-1.058,-7.568,-25.696,16.602,1.71,-15.79,65.29,6.412,17.1,0.114
2026-5-17 20:10:10:764,0.039,-0.053,-0.937,-4.639,-28.748,16.296,1.64,-15.02,64.98,6.416,298.7,0.114
2026-5-17 20:10:10:784,0.035,-0.024,-0.969,1.892,-28.32,15.93,1.71,-14.26,64.68,5.62,2441.8,12.03
2026-5-17 20:10:10:804,0.034,-0.0,-1.04,-3.113,-31.189,16.479,1.76,-13.47,64.39,6.408,425.3,2.976
2026-5-17 20:10:10:824,0.05,-0.009,-1.089,-9.583,-31.189,16.357,1.67,-12.66,64.09,6.036,761.7,0.24
2026-5-17 20:10:10:844,0.054,-0.024,-1.455,-12.939,-28.198,15.381,1.48,-11.91,63.8,6.024,980.3,5.862
2026-5-17 20:10:10:864,0.059,0.023,-0.982,-7.69,-32.349,15.503,1.36,-11.15,63.52,6.1,807.3,5.866
2026-5-17 20:10:10:884,0.016,-0.062,-0.938,-2.258,-39.368,15.869,1.33,-10.27,63.23,6.172,645.6,4.564
2026-5-17 20:10:10:904,0.027,-0.027,-1.255,-8.362,-40.405,15.137,1.25,-9.33,62.96,6.412,6.5,0.04
2026-5-17 20:10:10:924,0.014,-0.04,-1.03,-12.939,-44.983,14.648,1.04,-8.36,62.7,6.42,2.6,0.02
2026-5-17 20:10:10:944,0.017,-0.065,-0.885,-6.531,-50.476,15.015,0.87,-7.28,62.45,6.416,3.1,0.026
2026-5-17 20:10:10:964,0.054,-0.046,-1.017,6.592,-51.331,14.648,0.92,-6.16,62.19,6.42,3.2,0.104
2026-5-17 20:10:10:984,0.049,0.049,-1.047,-0.671,-48.218,13.55,1.05,-5.09,61.96,8.26,444.7,4.352
2026-5-17 20:10:11:4,0.021,-0.017,-0.957,-22.522,-47.974,12.939,0.75,-4.06,61.74,6.332,52.3,1.58
2026-5-17 20:10:11:24,0.03,-0.079,-0.992,-16.785,-49.988,12.634,0.35,-3.03,61.52,6.348,365.4,0.036
2026-5-17 20:10:11:44,0.048,-0.055,-1.14,1.77,-48.767,11.963,0.27,-2.01,61.3,6.336,152.5,2.212
2026-5-17 20:10:11:64,0.03,0.013,-1.092,-0.366,-50.415,11.169,0.32,-0.99,61.11,6.416,10.6,0.042
2026-5-17 20:10:11:84,0.031,0.018,-1.047,-15.625,-55.664,10.559,0.13,0.09,60.92,6.416,26.2,0.036
2026-5-17 20:10:11:104,0.046,-0.045,-1.152,-19.165,-57.312,9.705,-0.27,1.24,60.75,6.42,6.3,0.036
2026-5-17 20:10:11:124,0.042,-0.054,-1.106,-7.141,-56.58,8.545,-0.5,2.35,60.59,6.416,5.9,0.042
2026-5-17 20:10:11:144,0.04,-0.004,-1.107,-3.54,-58.289,8.301,-0.57,3.47,60.44,6.416,6.3,0.04
2026-5-17 20:10:11:164,0.058,0.012,-1.147,-15.137,-56.824,7.385,-0.77,4.58,60.3,6.42,5.7,0.036
2026-5-17 20:10:11:184,0.052,-0.042,-1.093,-17.395,-51.086,5.798,-1.13,5.58,60.18,6.42,6.5,0.042
2026-5-17 20:10:11:204,0.037,-0.056,-1.122,-5.737,-50.781,5.371,-1.33,6.5,60.08,6.416,6.5,0.04
2026-5-17 20:10:11:224,0.041,0.013,-1.117,-6.287,-52.979,4.639,-1.41,7.47,59.98,6.416,6.4,0.042
2026-5-17 20:10:11:244,0.043,-0.001,-1.102,-17.822,-51.208,3.113,-1.69,8.4,59.91,6.416,7.3,0.042
2026-5-17 20:10:11:264,0.036,-0.061,-1.109,-13.55,-52.368,2.38,-2.01,9.33,59.85,6.416,7.2,0.046
2026-5-17 20:10:11:284,0.036,-0.026,-1.083,-3.479,-55.908,1.953,-2.12,10.3,59.8,6.42,7.3,0.052
2026-5-17 20:10:11:304,0.053,0.017,-1.099,-10.559,-53.345,0.732,-2.24,11.27,59.77,6.42,6.9,0.046
