time,AccX,AccY,AccZ,AsX,AsY,AsZ,AngleX,AngleY,AngleZ,vMotor,iMotor,pMotor
2026-5-17 23:7:24:114,0.063,-0.036,-0.983,-5.554,29.114,6.47,5.04,16.46,26.95,7.036,1.200,0.010
2026-5-17 23:7:24:134,0.047,-0.021,-1.047,-9.399,20.569,9.949,4.77,15.81,26.7,7.036,1.000,0.010
2026-5-17 23:7:24:154,0.061,-0.035,-0.876,-12.268,14.893,12.878,4.43,15.33,26.39,6.400,1321.300,9.254
2026-5-17 23:7:24:174,0.076,-0.041,-1.014,-9.949,18.372,15.991,4.09,14.84,26.04,6.492,1100.800,8.110
2026-5-17 23:7:24:194,0.069,-0.033,-0.896,-9.583,21.667,19.104,3.78,14.29,25.61,6.720,663.800,4.608
2026-5-17 23:7:24:214,0.074,-0.019,-0.885,-13.123,29.114,21.484,3.43,13.65,25.12,6.768,641.900,4.394
2026-5-17 23:7:24:234,0.12,-0.078,-0.944,-13.367,41.443,23.926,3.02,12.8,24.58,6.864,392.900,2.804
2026-5-17 23:7:24:254,0.109,-0.059,-0.777,-8.728,52.856,26.794,2.68,11.69,23.96,6.904,280.000,2.108
2026-5-17 23:7:24:274,0.02,-0.017,-0.898,-10.803,55.115,29.114,2.36,10.5,23.3,6.908,268.100,1.992
2026-5-17 23:7:24:294,0.118,-0.021,-0.834,-15.076,52.429,31.494,2.01,9.35,22.59,6.936,215.700,1.524
2026-5-17 23:7:24:314,-0.004,0.036,-1.018,-25.269,51.941,33.203,1.44,8.24,21.87,6.940,207.200,1.462
2026-5-17 23:7:24:334,0.023,-0.021,-0.858,-26.123,46.326,35.828,0.9,7.22,21.1,6.964,161.900,1.218
2026-5-17 23:7:24:354,-0.028,-0.04,-1.049,-17.029,40.588,39.124,0.44,6.34,20.3,6.972,159.900,1.164
2026-5-17 23:7:24:374,0.085,-0.022,-0.989,-7.751,39.551,41.687,0.23,5.53,19.45,10.200,0.200,0.422
2026-5-17 23:7:24:394,0.104,-0.032,-1.009,-5.066,48.34,43.762,0.08,4.6,18.55,9.744,-2.800,0.022
2026-5-17 23:7:24:414,0.111,0.044,-1.131,-14.099,56.58,45.288,-0.12,3.53,17.61,9.028,-3.600,0.030
2026-5-17 23:7:24:434,0.082,-0.027,-1.065,-15.076,64.026,47.607,-0.43,2.3,16.63,5.932,2271.300,15.040
2026-5-17 23:7:24:454,0.11,-0.081,-1.035,-2.625,68.848,49.194,-0.58,0.97,15.62,5.884,2409.300,13.790
2026-5-17 23:7:24:474,0.089,0.02,-2.113,7.263,64.88,52.917,-0.36,-0.35,14.55,6.592,714.000,6.550
2026-5-17 23:7:24:494,0.103,0.027,-2.158,-8.85,50.293,55.42,-0.28,-1.41,13.41,6.892,127.700,2.422
2026-5-17 23:7:24:514,0.089,-0.018,-1.16,-22.705,49.866,55.969,-0.56,-2.33,12.26,6.996,80.200,0.868
2026-5-17 23:7:24:534,0.053,-0.059,-0.799,-22.4,49.683,57.983,-0.88,-3.27,11.08,7.012,55.700,0.462
2026-5-17 23:7:24:554,0.065,-0.064,-0.819,-10.559,51.88,59.448,-1.03,-4.22,9.87,7.020,45.600,0.338
2026-5-17 23:7:24:574,0.106,-0.065,-1.234,5.31,59.509,61.157,-0.85,-5.27,8.61,6.996,101.500,0.704
2026-5-17 23:7:24:594,0.093,0.019,-1.212,8.24,70.312,62.622,-0.44,-6.5,7.32,7.000,93.300,0.620
2026-5-17 23:7:24:614,0.056,0.014,-0.956,-8.728,70.374,62.805,-0.24,-7.81,5.99,7.000,82.200,0.576
2026-5-17 23:7:24:634,0.051,-0.049,-1.073,-11.414,65.247,63.11,-0.21,-9.02,4.66,7.000,85.000,0.544
2026-5-17 23:7:24:654,0.062,-0.074,-1.232,5.432,57.007,64.819,0.07,-10.06,3.3,7.004,82.200,0.576
2026-5-17 23:7:24:674,0.051,0.011,-1.074,6.653,48.889,66.04,0.59,-10.93,1.89,6.420,1593.800,9.412
2026-5-17 23:7:24:694,0.066,0.001,-1.115,-3.784,41.687,65.247,0.93,-11.6,0.49,6.328,1555.600,9.588
2026-5-17 23:7:24:714,0.119,-0.057,-1.636,-2.014,42.358,65.063,1.2,-12.21,-0.91,6.508,1048.200,7.540
2026-5-17 23:7:24:734,0.219,0.034,-1.236,7.568,49.988,66.101,1.68,-12.91,-2.33,6.716,844.100,5.364
2026-5-17 23:7:24:754,0.048,0.012,-1.079,-2.502,53.101,65.186,2.06,-13.69,-3.77,6.684,726.700,5.188
