time,AccX,AccY,AccZ,AsX,AsY,AsZ,AngleX,AngleY,AngleZ,vMotor,iMotor,pMotor
2026-5-17 23:9:26:24,0.122,0.017,-1.133,27.161,75.684,-15.381,-0.24,5.65,3.35,6.784,644.900,4.568
2026-5-17 23:9:26:44,0.103,-0.0,-1.376,9.338,77.148,-15.747,0.1,4.04,3.61,6.788,528.900,3.830
2026-5-17 23:9:26:64,0.144,-0.022,-1.057,-1.587,81.299,-16.174,0.13,2.41,3.87,6.804,524.800,3.458
2026-5-17 23:9:26:84,0.046,0.003,-1.063,-19.287,84.167,-16.541,-0.14,0.69,4.15,6.824,497.500,3.096
2026-5-17 23:9:26:104,-0.022,-0.092,-1.293,-12.268,70.251,-15.564,-0.5,-0.85,4.43,6.848,453.900,3.002
2026-5-17 23:9:26:124,0.057,-0.078,-1.29,2.319,61.157,-13.916,-0.53,-2.1,4.68,6.840,413.400,3.090
2026-5-17 23:9:26:144,0.062,-0.006,-1.102,-1.038,67.017,-13.794,-0.53,-3.36,4.93,6.872,392.400,2.382
2026-5-17 23:9:26:164,0.09,-0.096,-1.03,2.991,68.97,-13.367,-0.56,-4.7,5.17,6.864,287.600,2.642
2026-5-17 23:9:26:184,0.16,-0.066,-1.161,17.334,72.998,-12.085,-0.38,-6.06,5.39,10.168,-1.700,0.174
2026-5-17 23:9:26:204,0.081,-0.002,-1.156,14.404,87.769,-12.39,-0.06,-7.63,5.59,9.832,-3.100,0.022
2026-5-17 23:9:26:224,0.054,0.007,-0.979,-1.404,93.323,-12.878,0.0,-9.39,5.8,8.888,413.700,0.036
2026-5-17 23:9:26:244,0.074,-0.03,-1.107,-3.174,83.923,-12.695,-0.12,-11.03,6.0,6.708,613.600,5.702
2026-5-17 23:9:26:264,0.102,-0.053,-1.339,4.517,75.195,-11.597,-0.15,-12.45,6.2,6.772,301.600,5.560
2026-5-17 23:9:26:284,0.047,-0.026,-0.986,5.615,69.397,-10.864,-0.11,-13.74,6.39,7.016,34.700,0.330
2026-5-17 23:9:26:304,0.053,-0.023,-1.054,2.502,59.753,-10.62,-0.11,-14.84,6.57,7.012,80.700,0.212
2026-5-17 23:9:26:324,0.114,0.0,-1.313,-2.93,58.472,-9.888,-0.18,-15.8,6.75,7.016,2.600,0.354
2026-5-17 23:9:26:344,0.096,-0.041,-1.087,-6.226,70.374,-9.644,-0.36,-16.93,6.92,6.956,378.300,0.368
2026-5-17 23:9:26:364,0.05,-0.042,-1.084,3.845,72.266,-8.789,-0.41,-18.17,7.07,7.032,1.500,0.010
2026-5-17 23:9:26:384,0.085,-0.003,-1.245,8.911,70.923,-7.141,-0.29,-19.37,7.2,7.032,1.200,0.010
2026-5-17 23:9:26:404,0.073,0.005,-1.048,-1.831,74.219,-7.08,-0.29,-20.6,7.31,6.144,1995.300,12.478
2026-5-17 23:9:26:424,0.035,-0.037,-1.057,-2.747,67.139,-7.019,-0.41,-21.77,7.42,6.592,1134.100,7.726
2026-5-17 23:9:26:444,0.047,-0.021,-1.027,1.953,51.331,-5.432,-0.44,-22.64,7.52,6.612,897.600,6.442
2026-5-17 23:9:26:464,0.065,-0.004,-0.924,1.465,44.8,-4.456,-0.43,-23.29,7.6,6.780,587.700,4.038
2026-5-17 23:9:26:484,0.062,-0.008,-0.938,-0.183,43.762,-4.089,-0.46,-23.87,7.66,6.812,552.600,3.696
2026-5-17 23:9:26:504,0.104,-0.021,-0.878,-0.549,38.147,-3.845,-0.52,-24.39,7.73,6.876,389.500,2.438
2026-5-17 23:9:26:524,0.044,-0.03,-0.822,2.258,36.804,-2.014,-0.51,-24.83,7.77,6.892,334.500,2.392
2026-5-17 23:9:26:544,0.063,-0.003,-0.829,5.249,43.091,-0.671,-0.41,-25.34,7.77,6.924,280.500,1.826
2026-5-17 23:9:26:564,-0.029,-0.073,-0.939,3.845,44.495,-0.488,-0.3,-25.93,7.76,6.944,208.600,1.478
2026-5-17 23:9:26:584,0.066,-0.062,-0.785,8.789,37.781,0.122,-0.14,-26.46,7.73,6.948,197.900,1.386
