time,AccX,AccY,AccZ,AsX,AsY,AsZ,AngleX,AngleY,AngleZ,vMotor,iMotor,pMotor
2026-5-17 23:0:11:74,0.064,-0.021,-0.796,-6.714,-18.616,-5.92,-3.57,25.15,-1.35,6.888,459.500,3.176
2026-5-17 23:0:11:94,0.05,-0.028,-0.896,-4.028,-12.39,-6.47,-3.55,25.14,-1.21,6.904,384.300,2.834
2026-5-17 23:0:11:114,0.042,-0.061,-0.779,-0.427,-8.606,-6.348,-3.49,25.03,-1.07,6.936,255.500,2.238
2026-5-17 23:0:11:134,0.073,-0.02,-0.685,-0.244,-8.667,-6.714,-3.39,24.88,-0.92,6.932,227.400,2.156
2026-5-17 23:0:11:154,0.002,-0.043,-0.856,-1.953,-9.094,-6.836,-3.32,24.76,-0.77,6.956,249.200,1.766
2026-5-17 23:0:11:174,0.102,-0.013,-0.729,0.793,-6.47,-7.141,-3.2,24.63,-0.61,6.964,230.700,1.668
2026-5-17 23:0:11:194,0.068,0.012,-0.628,-5.066,-1.099,-7.446,-3.17,24.38,-0.44,6.980,194.400,1.346
2026-5-17 23:0:11:214,0.098,-0.064,-0.851,-5.981,1.892,-7.568,-3.21,24.06,-0.27,6.992,140.700,0.924
2026-5-17 23:0:11:234,0.075,-0.08,-0.867,10.132,7.263,-6.165,-3.06,23.66,-0.1,6.992,-3.700,1.140
2026-5-17 23:0:11:254,0.071,-0.049,-0.764,32.471,15.076,-5.31,-2.42,23.14,0.03,9.280,-3.800,0.032
2026-5-17 23:0:11:274,0.042,0.136,-0.868,15.869,24.841,-6.226,-1.84,22.42,0.16,9.132,-3.900,0.030
2026-5-17 23:0:11:294,0.044,0.072,-0.975,-23.438,30.823,-8.911,-1.96,21.58,0.35,5.996,2345.900,13.884
2026-5-17 23:0:11:314,0.093,-0.071,-1.175,-21.301,30.457,-8.667,-2.34,20.73,0.55,6.988,167.900,1.304
2026-5-17 23:0:11:334,0.143,-0.067,-2.118,1.282,32.41,-7.385,-2.38,19.85,0.74,7.000,124.400,0.974
2026-5-17 23:0:11:354,0.098,-0.042,-1.478,19.653,28.442,-4.883,-2.02,19.01,0.88,7.012,103.400,0.830
2026-5-17 23:0:11:374,0.062,-0.007,-0.668,14.526,28.87,-5.005,-1.6,18.22,0.99,7.024,94.900,0.170
2026-5-17 23:0:11:394,0.048,0.011,-0.536,7.08,32.166,-5.859,-1.34,17.38,1.12,7.036,55.500,0.420
2026-5-17 23:0:11:414,0.09,0.012,-1.047,-7.812,36.743,-6.714,-1.34,16.47,1.25,7.036,54.200,0.404
2026-5-17 23:0:11:434,0.13,-0.06,-1.261,-9.399,47.852,-6.653,-1.52,15.41,1.4,7.036,51.100,0.364
2026-5-17 23:0:11:454,0.093,-0.086,-0.953,8.24,60.486,-5.493,-1.47,14.1,1.53,7.036,55.300,0.330
2026-5-17 23:0:11:474,0.061,-0.019,-0.896,17.029,63.293,-4.822,-1.12,12.66,1.64,7.036,48.000,0.360
2026-5-17 23:0:11:494,0.08,0.014,-1.211,1.953,59.998,-5.249,-0.91,11.28,1.73,7.036,47.900,0.360
2026-5-17 23:0:11:514,0.083,-0.035,-1.099,-3.723,59.937,-5.066,-0.94,9.96,1.83,7.036,51.400,0.358
2026-5-17 23:0:11:534,0.065,-0.061,-1.038,8.057,58.899,-4.15,-0.86,8.64,1.92,6.356,1969.700,12.520
2026-5-17 23:0:11:554,0.076,-0.012,-1.188,9.949,52.612,-2.93,-0.64,7.44,1.98,6.532,1198.200,8.248
2026-5-17 23:0:11:574,0.133,-0.002,-1.555,8.118,55.725,-2.869,-0.45,6.29,2.02,6.596,1198.400,8.254
2026-5-17 23:0:11:594,0.097,0.043,-1.633,-2.686,69.458,-3.235,-0.38,4.94,2.07,6.716,802.800,6.144
2026-5-17 23:0:11:614,0.103,-0.083,-1.292,0.0,69.763,-2.319,-0.41,3.5,2.1,6.740,750.800,5.506
2026-5-17 23:0:11:634,0.07,-0.041,-1.073,10.803,76.172,-1.404,-0.24,2.01,2.1,6.808,697.000,4.798
2026-5-17 23:0:11:654,0.072,-0.003,-1.265,3.54,81.909,-1.282,-0.08,0.4,2.1,6.812,590.300,4.210
2026-5-17 23:0:11:674,0.108,-0.048,-1.331,2.747,75.256,-0.671,-0.04,-1.18,2.09,6.836,562.100,3.674
2026-5-17 23:0:11:694,0.11,-0.003,-1.018,0.061,71.899,-0.366,0.0,-2.6,2.07,6.864,495.400,3.152
2026-5-17 23:0:11:714,0.105,0.027,-1.055,-9.46,75.378,-0.916,-0.09,-4.03,2.04,6.880,453.800,3.300
2026-5-17 23:0:11:734,0.017,-0.166,-1.372,-2.38,70.923,0.244,-0.25,-5.44,2.03,6.900,402.300,2.812
2026-5-17 23:0:11:754,0.134,0.01,-1.145,20.264,71.106,2.502,0.03,-6.77,1.96,6.896,388.000,2.960
2026-5-17 23:0:11:774,0.098,0.054,-0.992,14.526,77.698,1.77,0.44,-8.17,1.87,6.904,357.400,2.506
2026-5-17 23:0:11:794,0.115,0.021,-1.014,5.066,81.848,1.343,0.57,-9.69,1.8,9.636,-39.800,0.476
