time,AccX,AccY,AccZ,AsX,AsY,AsZ,AngleX,AngleY,AngleZ,vMotor,iMotor,pMotor
2026-5-18 0:0:14:164,0.088,-0.048,-1.064,2.686,43.274,14.343,-1.54,9.74,-0.37,7.008,0.900,0.006
2026-5-18 0:0:14:184,0.097,-0.043,-1.082,10.986,50.293,14.587,-1.39,8.68,-0.66,7.012,1.000,0.010
2026-5-18 0:0:14:204,0.089,-0.014,-1.102,10.742,57.495,14.221,-1.16,7.49,-0.96,7.004,1.000,0.010
2026-5-18 0:0:14:224,0.084,-0.015,-1.105,4.944,61.523,13.062,-1.02,6.21,-1.25,7.008,1.200,0.010
2026-5-18 0:0:14:244,0.085,-0.047,-1.11,7.385,63.782,12.756,-0.91,4.88,-1.53,7.004,1.300,0.010
2026-5-18 0:0:14:264,0.071,-0.035,-1.126,12.878,62.866,12.817,-0.68,3.57,-1.82,7.008,1.400,0.010
2026-5-18 0:0:14:284,0.069,-0.01,-1.137,11.047,58.105,12.207,-0.42,2.35,-2.1,7.008,1.300,0.010
2026-5-18 0:0:14:304,0.078,-0.03,-1.14,7.141,54.321,11.23,-0.25,1.22,-2.36,7.012,0.800,0.010
2026-5-18 0:0:14:324,0.083,-0.039,-1.142,11.108,55.054,11.047,-0.05,0.14,-2.62,7.012,1.200,0.010
2026-5-18 0:0:14:344,0.091,-0.026,-1.153,12.878,57.19,10.559,0.22,-0.97,-2.88,7.012,1.300,0.006
2026-5-18 0:0:14:364,0.095,-0.018,-1.154,10.315,61.462,9.583,0.47,-2.13,-3.13,7.004,1.200,0.006
2026-5-18 0:0:14:384,0.092,-0.033,-1.151,11.414,67.078,9.033,0.7,-3.38,-3.37,6.244,1722.600,11.214
2026-5-18 0:0:14:404,0.08,-0.026,-1.155,12.756,69.397,8.667,0.97,-4.7,-3.62,6.464,1138.500,7.632
2026-5-18 0:0:14:424,0.115,-0.043,-1.453,15.503,66.589,7.751,1.27,-5.98,-3.85,6.452,1069.500,7.400
2026-5-18 0:0:14:444,0.162,-0.044,-1.671,11.353,58.899,6.592,1.55,-7.14,-4.07,6.600,762.200,4.738
2026-5-18 0:0:14:464,0.082,0.028,-1.298,0.061,55.115,5.371,1.61,-8.16,-4.26,6.656,723.300,5.242
2026-5-18 0:0:14:484,0.018,-0.055,-1.005,11.047,52.979,5.554,1.75,-9.1,-4.43,6.720,637.300,4.354
2026-5-18 0:0:14:504,0.075,-0.062,-1.162,31.433,55.969,6.531,2.27,-10.05,-4.63,6.704,570.000,3.798
2026-5-18 0:0:14:524,0.164,0.041,-1.236,29.419,61.401,5.981,2.96,-11.09,-4.85,6.740,469.800,3.412
2026-5-18 0:0:14:544,0.108,0.036,-1.038,-2.991,65.063,3.479,3.14,-12.22,-5.05,6.780,412.100,3.316
2026-5-18 0:0:14:564,0.147,-0.086,-0.83,-4.883,66.467,2.686,2.98,-13.38,-5.22,6.812,452.400,2.766
2026-5-18 0:0:14:584,0.006,-0.094,-1.16,17.822,61.584,4.211,3.16,-14.46,-5.39,6.796,302.400,2.596
2026-5-18 0:0:14:604,0.053,-0.068,-1.189,36.926,52.246,5.31,3.85,-15.39,-5.6,6.880,366.800,2.254
2026-5-18 0:0:14:624,0.047,0.037,-0.923,18.799,46.387,3.601,4.42,-16.14,-5.79,6.896,311.100,2.720
2026-5-18 0:0:14:644,0.125,0.017,-0.837,0.61,44.434,1.587,4.54,-16.83,-5.93,8.656,-43.300,0.268
2026-5-18 0:0:14:664,0.113,-0.022,-0.993,-0.732,43.335,0.671,4.49,-17.48,-6.04,9.856,-22.100,0.458
2026-5-18 0:0:14:684,0.069,-0.097,-1.022,6.226,43.091,0.366,4.51,-18.12,-6.13,6.624,685.600,7.454
2026-5-18 0:0:14:704,0.032,-0.036,-0.816,13.0,45.593,-0.244,4.72,-18.79,-6.22,6.676,730.600,4.476
2026-5-18 0:0:14:724,0.063,0.013,-0.886,8.972,46.143,-1.099,4.93,-19.47,-6.3,7.012,3.200,0.004
