time,AccX,AccY,AccZ,AsX,AsY,AsZ,AngleX,AngleY,AngleZ,vMotor,iMotor,pMotor
2026-5-18 0:24:0:134,0.069,-0.014,-1.017,-7.935,-45.105,-12.451,6.21,-15.08,-18.66,7.008,1.400,0.006
2026-5-18 0:24:0:154,0.08,-0.011,-0.994,-12.634,-44.739,-14.282,5.79,-14.04,-18.23,7.008,1.200,0.010
2026-5-18 0:24:0:174,0.09,-0.021,-1.004,-15.381,-39.062,-15.32,5.31,-13.08,-17.81,7.004,1.300,0.010
2026-5-18 0:24:0:194,0.087,-0.027,-1.037,-13.489,-32.349,-15.991,4.83,-12.27,-17.39,7.008,1.200,0.010
2026-5-18 0:24:0:214,0.068,-0.026,-1.025,-11.108,-31.25,-17.151,4.42,-11.54,-16.97,7.008,1.200,0.010
2026-5-18 0:24:0:234,0.062,-0.006,-1.054,-12.085,-35.4,-18.494,4.03,-10.76,-16.52,7.000,1.400,0.010
2026-5-18 0:24:0:254,0.053,-0.017,-1.075,-16.907,-43.762,-19.226,3.57,-9.87,-16.06,6.992,23.300,0.164
2026-5-18 0:24:0:274,0.051,-0.033,-1.07,-16.357,-54.871,-19.958,3.07,-8.77,-15.57,6.996,24.100,0.164
2026-5-18 0:24:0:294,0.062,-0.026,-1.096,-12.512,-64.575,-20.874,2.65,-7.47,-15.06,6.996,24.500,0.174
2026-5-18 0:24:0:314,0.082,-0.008,-1.119,-14.404,-67.139,-21.729,2.26,-6.07,-14.53,6.996,24.900,0.170
2026-5-18 0:24:0:334,0.093,-0.015,-1.114,-17.578,-63.171,-22.339,1.81,-4.73,-14.02,6.992,24.300,0.174
2026-5-18 0:24:0:354,0.097,-0.037,-1.127,-16.357,-57.007,-23.193,1.37,-3.52,-13.5,6.992,26.400,0.174
2026-5-18 0:24:0:374,0.095,-0.026,-1.142,-13.062,-50.964,-23.56,1.01,-2.43,-12.99,6.996,24.800,0.168
2026-5-18 0:24:0:394,0.082,-0.017,-1.148,-13.733,-48.584,-23.987,0.68,-1.45,-12.47,6.996,26.100,0.190
2026-5-18 0:24:0:414,0.062,-0.019,-1.152,-15.625,-53.528,-24.597,0.33,-0.43,-11.96,6.992,26.000,0.168
2026-5-18 0:24:0:434,0.06,-0.031,-1.158,-14.221,-62.988,-25.146,-0.01,0.74,-11.44,6.992,24.000,0.168
2026-5-18 0:24:0:454,0.067,-0.025,-1.167,-12.756,-71.106,-25.024,-0.3,2.08,-10.91,6.996,24.200,0.174
2026-5-18 0:24:0:474,0.079,-0.019,-1.17,-13.489,-75.684,-25.146,-0.57,3.54,-10.4,6.996,26.000,0.184
2026-5-18 0:24:0:494,0.096,-0.023,-1.163,-13.977,-74.219,-25.879,-0.84,4.98,-9.88,6.996,24.000,0.174
2026-5-18 0:24:0:514,0.104,-0.028,-1.169,-12.695,-66.833,-25.635,-1.08,6.32,-9.36,6.996,26.100,0.184
2026-5-18 0:24:0:534,0.102,-0.025,-1.167,-11.108,-57.922,-25.513,-1.27,7.45,-8.85,6.996,27.000,0.184
2026-5-18 0:24:0:554,0.087,-0.024,-1.162,-10.681,-53.467,-25.696,-1.44,8.45,-8.34,6.996,23.800,0.168
2026-5-18 0:24:0:574,0.075,-0.023,-1.155,-10.132,-53.894,-25.757,-1.59,9.41,-7.83,6.992,26.700,0.180
2026-5-18 0:24:0:594,0.065,-0.027,-1.148,-9.033,-58.899,-25.33,-1.7,10.43,-7.33,6.992,27.100,0.186
2026-5-18 0:24:0:614,0.066,-0.023,-1.143,-8.545,-66.345,-24.902,-1.8,11.57,-6.84,6.996,26.100,0.186
2026-5-18 0:24:0:634,0.074,-0.023,-1.135,-8.423,-71.289,-24.658,-1.88,12.83,-6.36,6.996,24.600,0.180
2026-5-18 0:24:0:654,0.091,-0.026,-1.126,-7.874,-69.458,-24.231,-1.93,14.09,-5.88,6.996,26.200,0.186
2026-5-18 0:24:0:674,0.099,-0.028,-1.114,-6.897,-62.866,-23.499,-1.97,15.23,-5.41,6.992,26.700,0.186
2026-5-18 0:24:0:694,0.1,-0.03,-1.102,-5.92,-54.077,-23.254,-1.98,16.2,-4.94,6.992,26.100,0.184
2026-5-18 0:24:0:714,0.096,-0.028,-1.085,-5.005,-45.654,-22.705,-1.96,16.98,-4.48,6.996,26.000,0.200
2026-5-18 0:24:0:734,0.081,-0.029,-1.073,-4.333,-40.71,-21.851,-1.92,17.62,-4.04,6.992,25.900,0.186
2026-5-18 0:24:0:754,0.066,-0.031,-1.06,-3.845,-42.542,-21.057,-1.88,18.24,-3.6,6.996,26.100,0.174
2026-5-18 0:24:0:774,0.063,-0.029,-1.046,-3.052,-47.058,-20.325,-1.81,18.92,-3.18,6.996,26.100,0.184
2026-5-18 0:24:0:794,0.068,-0.027,-1.032,-3.113,-50.842,-19.165,-1.75,19.69,-2.78,6.996,28.200,0.184
2026-5-18 0:24:0:814,0.077,-0.027,-1.021,-2.869,-51.697,-18.066,-1.68,20.48,-2.4,6.996,25.400,0.168
2026-5-18 0:24:0:834,0.084,-0.029,-1.008,-2.563,-48.035,-17.334,-1.6,21.23,-2.03,6.996,25.900,0.186
2026-5-18 0:24:0:854,0.096,-0.03,-0.997,-1.709,-39.612,-16.479,-1.52,21.84,-1.68,6.992,26.300,0.168
2026-5-18 0:24:0:874,0.092,-0.031,-0.98,-1.221,-29.541,-15.381,-1.42,22.24,-1.34,6.992,26.100,0.186
2026-5-18 0:24:0:894,0.083,-0.028,-0.962,-0.977,-21.118,-14.282,-1.32,22.45,-1.03,6.996,24.500,0.196
2026-5-18 0:24:0:914,0.074,-0.032,-0.958,-0.366,-16.846,-13.367,-1.21,22.54,-0.73,6.996,26.400,0.190
2026-5-18 0:24:0:934,0.065,-0.031,-0.947,-0.061,-16.174,-12.268,-1.1,22.59,-0.46,6.252,1933.000,13.108
2026-5-18 0:24:0:954,0.055,-0.024,-0.946,-0.061,-18.25,-10.864,-1.01,22.66,-0.21,6.492,1217.100,7.320
2026-5-18 0:24:0:974,0.088,-0.033,-1.416,5.31,-21.606,-9.277,-0.87,22.79,0.0,6.556,1198.800,6.792
2026-5-18 0:24:0:994,0.037,0.056,-1.508,-0.305,-19.226,-8.24,-0.73,22.96,0.19,6.708,809.000,5.466
2026-5-18 0:24:1:14,0.097,-0.008,-0.902,2.136,-14.282,-6.653,-0.64,23.02,0.35,6.696,731.400,4.778
2026-5-18 0:24:1:34,0.071,-0.041,-0.742,6.714,-9.521,-5.371,-0.51,22.97,0.48,6.776,612.900,4.112
2026-5-18 0:24:1:54,0.093,-0.076,-1.062,20.264,-4.15,-3.845,-0.15,22.84,0.58,6.788,585.700,4.080
2026-5-18 0:24:1:74,0.146,0.004,-1.117,10.498,7.629,-4.15,0.23,22.51,0.66,6.824,476.300,2.966
2026-5-18 0:24:1:94,0.073,0.009,-0.713,-5.554,17.7,-3.662,0.23,21.93,0.74,6.864,463.800,3.402
2026-5-18 0:24:1:114,-0.027,-0.028,-0.757,-8.545,17.761,-3.113,0.12,21.31,0.8,6.852,424.500,2.868
2026-5-18 0:24:1:134,0.015,-0.001,-0.965,-7.141,13.916,-2.441,-0.01,20.75,0.85,6.852,414.800,2.910
2026-5-18 0:24:1:154,0.096,-0.084,-0.999,-4.028,13.672,-2.075,-0.1,20.23,0.9,6.864,387.900,2.418
2026-5-18 0:24:1:174,0.094,-0.057,-0.756,3.418,16.235,-0.793,-0.08,19.68,0.92,6.880,313.200,2.110
2026-5-18 0:24:1:194,0.082,-0.019,-0.745,2.075,16.907,-0.305,-0.02,19.1,0.93,6.896,291.300,2.152
2026-5-18 0:24:1:214,0.083,-0.042,-0.955,-16.479,18.921,-1.77,-0.21,18.51,0.96,9.804,-3.300,0.036
2026-5-18 0:24:1:234,0.073,-0.09,-0.931,-12.817,31.189,-0.977,-0.54,17.75,0.98,7.060,-2.500,0.016
2026-5-18 0:24:1:254,0.068,-0.061,-0.755,3.906,41.87,0.0,-0.57,16.77,0.98,6.968,91.500,0.016
2026-5-18 0:24:1:274,0.024,-0.003,-0.923,10.193,44.739,1.099,-0.36,15.69,0.97,7.008,21.900,0.010
2026-5-18 0:24:1:294,0.093,-0.001,-1.043,2.441,45.898,0.427,-0.23,14.61,0.94,6.996,29.600,0.212
2026-5-18 0:24:1:314,0.08,-0.023,-1.005,-4.578,52.368,0.977,-0.28,13.44,0.91,7.000,15.900,0.118
2026-5-18 0:24:1:334,0.059,-0.05,-1.031,1.404,51.025,1.77,-0.31,12.23,0.87,7.008,1.200,0.010
2026-5-18 0:24:1:354,0.062,-0.029,-1.061,6.531,43.335,2.38,-0.2,11.17,0.81,7.008,1.200,0.010
2026-5-18 0:24:1:374,0.091,-0.008,-1.042,2.625,45.593,2.869,-0.11,10.17,0.74,7.008,1.500,0.010
2026-5-18 0:24:1:394,0.087,-0.027,-1.096,-0.977,51.941,3.052,-0.12,9.06,0.66,7.008,1.400,0.010
2026-5-18 0:24:1:414,0.077,-0.034,-1.099,2.197,53.467,3.967,-0.1,7.9,0.57,7.012,1.000,0.006
2026-5-18 0:24:1:434,0.102,-0.021,-1.086,3.784,59.021,4.028,-0.03,6.7,0.47,7.008,1.400,0.010
2026-5-18 0:24:1:454,0.093,-0.021,-1.139,3.54,69.397,4.761,0.04,5.31,0.35,7.008,1.300,0.010
2026-5-18 0:24:1:474,0.064,-0.019,-1.136,2.136,69.336,5.371,0.1,3.85,0.22,7.008,1.300,0.010
2026-5-18 0:24:1:494,0.076,-0.028,-1.137,2.075,64.331,5.371,0.14,2.5,0.08,7.012,1.000,0.010
2026-5-18 0:24:1:514,0.08,-0.029,-1.144,4.456,65.43,6.592,0.21,1.19,-0.07,7.008,1.100,0.010
2026-5-18 0:24:1:534,0.067,-0.015,-1.154,3.906,62.256,6.836,0.31,-0.09,-0.23,7.008,1.400,0.010
2026-5-18 0:24:1:554,0.082,-0.021,-1.17,1.221,56.763,6.714,0.37,-1.25,-0.4,7.008,1.200,0.006
2026-5-18 0:24:1:574,0.102,-0.035,-1.163,3.174,62.744,7.629,0.42,-2.41,-0.57,7.008,1.400,0.010
2026-5-18 0:24:1:594,0.089,-0.024,-1.166,5.798,69.092,7.874,0.54,-3.71,-0.77,7.008,1.200,0.010
2026-5-18 0:24:1:614,0.081,-0.013,-1.174,3.54,69.092,7.874,0.66,-5.04,-0.97,7.004,1.100,0.006
2026-5-18 0:24:1:634,0.096,-0.032,-1.169,2.38,72.754,8.362,0.73,-6.38,-1.18,7.004,1.300,0.006
2026-5-18 0:24:1:654,0.071,-0.031,-1.16,5.92,73.792,8.85,0.86,-7.77,-1.41,7.004,1.200,0.006
2026-5-18 0:24:1:674,0.056,-0.012,-1.159,5.249,65.491,8.911,1.02,-9.04,-1.64,7.008,1.500,0.010
2026-5-18 0:24:1:694,0.083,-0.021,-1.158,2.258,60.12,9.033,1.12,-10.14,-1.87,7.008,1.400,0.006
2026-5-18 0:24:1:714,0.077,-0.031,-1.143,4.333,60.303,9.644,1.24,-11.21,-2.11,7.004,1.200,0.010
2026-5-18 0:24:1:734,0.07,-0.019,-1.137,6.165,57.373,9.705,1.41,-12.22,-2.37,7.000,1.000,0.006
2026-5-18 0:24:1:754,0.091,-0.014,-1.126,3.479,56.946,9.705,1.55,-13.18,-2.62,7.004,1.300,0.006
2026-5-18 0:24:1:774,0.091,-0.028,-1.121,3.601,63.354,10.315,1.68,-14.22,-2.89,7.004,1.300,0.010
2026-5-18 0:24:1:794,0.07,-0.025,-1.108,5.92,64.331,10.254,1.86,-15.32,-3.17,7.004,1.300,0.010
2026-5-18 0:24:1:814,0.067,-0.014,-1.091,5.005,58.716,10.132,2.04,-16.33,-3.45,7.008,1.100,0.010
2026-5-18 0:24:1:834,0.069,-0.024,-1.076,3.662,56.641,10.498,2.2,-17.25,-3.73,7.004,1.300,0.010
2026-5-18 0:24:1:854,0.058,-0.026,-1.065,4.883,51.941,10.437,2.37,-18.1,-4.02,7.008,1.200,0.010
2026-5-18 0:24:1:874,0.052,-0.015,-1.054,4.822,42.908,10.193,2.55,-18.79,-4.29,7.008,1.300,0.010
2026-5-18 0:24:1:894,0.077,-0.019,-1.031,3.418,38.94,10.437,2.7,-19.32,-4.56,7.000,1.400,0.010
2026-5-18 0:24:1:914,0.07,-0.025,-1.021,4.456,40.71,10.559,2.86,-19.87,-4.84,7.004,1.200,0.010
2026-5-18 0:24:1:934,0.066,-0.017,-1.012,4.822,39.612,10.01,3.04,-20.41,-5.11,7.004,1.300,0.006
2026-5-18 0:24:1:954,0.072,-0.019,-0.994,3.235,37.659,9.949,3.19,-20.91,-5.38,7.004,0.900,0.010
2026-5-18 0:24:1:974,0.071,-0.029,-0.982,3.479,39.551,10.254,3.33,-21.4,-5.65,7.004,1.300,0.010
2026-5-18 0:24:1:994,0.055,-0.021,-0.972,4.639,36.865,9.949,3.5,-21.89,-5.93,7.004,1.300,0.006
2026-5-18 0:24:2:14,0.046,-0.012,-0.961,2.747,28.137,9.338,3.65,-22.24,-6.18,7.004,1.300,0.010
2026-5-18 0:24:2:34,0.058,-0.025,-0.945,1.038,21.667,9.399,3.75,-22.42,-6.42,7.004,0.900,0.010
2026-5-18 0:24:2:54,0.053,-0.032,-0.939,2.991,17.395,9.644,3.85,-22.51,-6.65,7.008,1.300,0.006
2026-5-18 0:24:2:74,0.055,-0.016,-0.938,2.747,11.597,8.911,3.97,-22.49,-6.86,7.008,1.000,0.006
2026-5-18 0:24:2:94,0.064,-0.018,-0.931,0.061,6.958,8.484,4.03,-22.36,-7.04,7.004,1.000,0.010
2026-5-18 0:24:2:114,0.072,-0.028,-0.923,-0.122,7.996,8.667,4.06,-22.22,-7.22,7.004,0.900,0.010
2026-5-18 0:24:2:134,0.066,-0.022,-0.92,1.709,8.728,8.24,4.12,-22.11,-7.41,7.004,1.300,0.006
2026-5-18 0:24:2:154,0.055,-0.016,-0.92,0.0,5.371,7.385,4.17,-21.96,-7.57,7.004,1.200,0.010
2026-5-18 0:24:2:174,0.061,-0.021,-0.921,-1.953,1.221,7.263,4.16,-21.74,-7.71,7.004,1.200,0.010
2026-5-18 0:24:2:194,0.055,-0.03,-0.918,-0.793,-2.014,7.141,4.15,-21.45,-7.85,7.004,1.200,0.010
2026-5-18 0:24:2:214,0.047,-0.018,-0.925,-1.221,-9.033,6.287,4.14,-21.06,-7.97,7.004,1.300,0.006
2026-5-18 0:24:2:234,0.049,-0.017,-0.929,-3.54,-17.7,5.554,4.08,-20.51,-8.04,7.004,1.300,0.010
2026-5-18 0:24:2:254,0.063,-0.028,-0.933,-4.028,-22.095,5.798,3.98,-19.83,-8.1,7.004,1.700,0.010
2026-5-18 0:24:2:274,0.064,-0.024,-0.945,-2.502,-23.682,5.127,3.9,-19.12,-8.16,7.004,1.400,0.010
2026-5-18 0:24:2:294,0.063,-0.016,-0.951,-4.333,-25.879,4.028,3.8,-18.38,-8.2,7.008,1.300,0.006
2026-5-18 0:24:2:314,0.072,-0.022,-0.957,-5.859,-27.222,3.784,3.66,-17.62,-8.21,7.004,1.200,0.010
2026-5-18 0:24:2:334,0.073,-0.028,-0.974,-5.005,-26.001,3.784,3.52,-16.88,-8.23,7.000,1.200,0.006
2026-5-18 0:24:2:354,0.062,-0.016,-0.981,-5.127,-28.381,2.808,3.39,-16.12,-8.24,7.004,0.900,0.010
2026-5-18 0:24:2:374,0.053,-0.021,-0.996,-7.08,-34.912,1.831,3.21,-15.28,-8.22,7.004,1.200,0.010
2026-5-18 0:24:2:394,0.062,-0.024,-1.01,-7.446,-40.1,1.831,3.02,-14.33,-8.19,7.004,1.000,0.010
2026-5-18 0:24:2:414,0.06,-0.022,-1.024,-6.897,-44.983,1.465,2.84,-13.3,-8.15,7.004,1.400,0.010
2026-5-18 0:24:2:434,0.062,-0.021,-1.041,-8.545,-51.025,0.122,2.63,-12.17,-8.09,7.004,1.300,0.010
2026-5-18 0:24:2:454,0.077,-0.023,-1.05,-8.606,-53.894,-0.122,2.41,-10.96,-8.0,6.348,1548.300,9.834
2026-5-18 0:24:2:474,0.077,-0.031,-1.023,-7.69,-51.88,-0.305,2.2,-9.78,-7.93,6.664,755.100,4.958
2026-5-18 0:24:2:494,0.064,-0.021,-0.937,-9.033,-51.331,-1.282,2.01,-8.65,-7.85,6.712,772.200,5.502
2026-5-18 0:24:2:514,0.101,-0.046,-1.059,-5.554,-51.819,-2.014,1.81,-7.52,-7.75,6.820,492.800,3.440
2026-5-18 0:24:2:534,0.124,-0.096,-0.964,-4.7,-52.002,-1.709,1.66,-6.41,-7.66,6.844,466.200,2.280
2026-5-18 0:24:2:554,0.071,-0.048,-0.899,-4.517,-53.772,-2.38,1.54,-5.28,-7.56,6.872,317.500,2.356
2026-5-18 0:24:2:574,0.064,-0.039,-1.027,-2.258,-60.791,-2.991,1.46,-4.08,-7.45,6.940,227.300,1.546
2026-5-18 0:24:2:594,0.094,-0.034,-1.062,-1.465,-65.796,-3.174,1.4,-2.76,-7.33,6.912,232.600,1.176
2026-5-18 0:24:2:614,0.055,-0.015,-0.933,-2.686,-67.322,-2.563,1.35,-1.38,-7.22,6.928,195.200,1.074
2026-5-18 0:24:2:634,0.03,0.036,-0.973,-7.385,-67.383,-3.54,1.21,-0.01,-7.1,6.944,194.400,1.094
2026-5-18 0:24:2:654,0.051,-0.054,-1.103,-3.723,-67.932,-3.784,1.09,1.35,-6.97,6.948,114.800,1.150
2026-5-18 0:24:2:674,0.078,-0.01,-1.031,-10.132,-61.829,-4.272,0.92,2.6,-6.83,6.948,110.900,1.120
2026-5-18 0:24:2:694,-0.056,0.108,-1.027,-27.283,-56.58,-5.127,0.56,3.75,-6.7,6.804,372.100,0.514
2026-5-18 0:24:2:714,0.11,0.033,-1.243,-43.823,-56.03,-6.592,-0.16,4.8,-6.55,6.820,456.800,3.176
2026-5-18 0:24:2:734,0.122,-0.102,-1.732,-36.865,-57.312,-6.042,-1.04,5.87,-6.41,6.868,202.700,2.772
2026-5-18 0:24:2:754,0.169,-0.122,-1.994,-3.54,-60.364,-3.418,-1.37,6.97,-6.32,7.000,7.500,0.056
2026-5-18 0:24:2:774,0.083,-0.017,-1.173,11.597,-66.162,-3.235,-1.18,8.16,-6.26,7.000,19.300,0.006
2026-5-18 0:24:2:794,0.061,0.021,-0.742,0.671,-65.674,-3.601,-1.03,9.38,-6.19,7.008,1.200,0.010
2026-5-18 0:24:2:814,0.095,0.028,-1.207,-17.334,-62.012,-4.272,-1.21,10.53,-6.1,7.000,1.200,0.006
2026-5-18 0:24:2:834,0.112,-0.05,-1.448,-24.414,-57.495,-5.188,-1.67,11.57,-6.01,7.004,1.400,0.010
2026-5-18 0:24:2:854,0.077,-0.095,-0.988,-3.662,-53.833,-4.15,-1.88,12.54,-5.92,6.996,26.600,0.194
2026-5-18 0:24:2:874,0.08,0.004,-1.036,4.211,-51.27,-3.296,-1.76,13.42,-5.86,6.996,26.100,0.180
2026-5-18 0:24:2:894,0.083,0.021,-1.235,-10.132,-51.88,-4.15,-1.81,14.28,-5.78,6.996,26.700,0.194
2026-5-18 0:24:2:914,0.074,-0.049,-1.034,-14.099,-53.162,-4.883,-2.07,15.17,-5.7,6.992,26.800,0.186
2026-5-18 0:24:2:934,0.08,-0.053,-1.078,-2.93,-52.856,-3.845,-2.17,16.04,-5.62,7.000,26.600,0.190
2026-5-18 0:24:2:954,0.08,-0.001,-1.103,-2.686,-52.979,-3.357,-2.16,16.9,-5.56,6.996,27.500,0.186
2026-5-18 0:24:2:974,0.082,-0.025,-0.982,-8.545,-50.72,-3.845,-2.26,17.73,-5.5,6.996,26.500,0.186
2026-5-18 0:24:2:994,0.093,-0.03,-1.078,-6.104,-45.471,-3.845,-2.35,18.46,-5.43,6.996,26.900,0.194
2026-5-18 0:24:3:14,0.087,-0.03,-1.046,-6.653,-38.94,-3.54,-2.43,19.06,-5.36,6.992,26.700,0.186
2026-5-18 0:24:3:34,0.076,-0.039,-0.981,-4.578,-35.706,-3.113,-2.49,19.56,-5.3,6.996,26.500,0.194
2026-5-18 0:24:3:54,0.079,-0.025,-1.024,-1.465,-33.081,-3.113,-2.49,20.0,-5.24,6.996,26.700,0.190
2026-5-18 0:24:3:74,0.076,-0.011,-0.986,-5.615,-30.579,-3.296,-2.51,20.39,-5.17,6.996,24.100,0.186
2026-5-18 0:24:3:94,0.068,-0.041,-0.987,-6.775,-30.64,-2.808,-2.61,20.75,-5.11,6.996,26.600,0.194
